Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
Billings Fire Fighters Local 521 PAC,07/31/2019 to 11/30/2019,C6,10/02/19,Pay Pal,,,,2221 N 1st St.,San Jose,CA,95131,,All Other Expenditures,40.85,"pay pal payment used to run Google ads to ask city council for a possible Public safety Mil Levy in Billings, currently this issue is not on a ballot",General,,,
Billings Fire Fighters Local 521 PAC,07/31/2019 to 11/30/2019,C6,08/07/19,"Merecki, Jennifer",,,,2409 2nd Ave North,Billings,MT,59101,,Independent Expenditure,180.0,CAMPAIGN CONTRIBTUION,General,,,
Prairie County Republican Central Cmte.,12/31/2019 to 04/25/2020,C6,01/20/20,"Butcher, Ed",,,,191 Main Street,Lewistown,MT,59457,,All Other Expenditures,100.0,Speaking event,Primary,,,an educational platform regarding the grading of representatives
Prairie County Republican Central Cmte.,12/31/2019 to 04/25/2020,C6,02/25/20,"Lantis, Mikiko",,,,601 S. Washington,Terry,MT,59349,,All Other Expenditures,320.0,catering for Lunch for Meet  Greet with Statewide Republican candidates.,Primary,advertised thru newspaper and facebook,,Candidates to meet with the public and share their platform.
Prairie County Republican Central Cmte.,12/31/2019 to 04/25/2020,C6,02/11/20,Terry Tribune ,,,,P.O. Box127,Terry,MT,59349,,All Other Expenditures,108.0,Ad for Meat & Greet of state candidates.,Primary,Feb 7th Meet & Greet ad for candidates,ad ran week of January 26th ,Candidates meet the public on Feb 7th
Prairie County Republican Central Cmte.,04/01/2019 to 12/30/2019,C6,07/15/19,Guns and Things,,,,305 Merrill,Glendive,MT,59330,,All Other Expenditures,715.0,Purchase of Mossberg rifle and M&P Smith & Wesson for Gun raffle,Primary,,,
Prairie County Republican Central Cmte.,04/01/2019 to 12/30/2019,C6,06/21/19,"Pirtz, Renee J",,,,PO Box 295,Terry,MT,59349,,All Other Expenditures,505.0,Reimburse GOP Convention Registration Fees,Primary,,,
Prairie County Republican Central Cmte.,04/01/2019 to 12/30/2019,C6,04/19/19,Post office,,,,303 Logan,Terry,MT,59349,,All Other Expenditures,3.05,mailing reports to Finance Chair,Primary,,,
Prairie County Republican Central Cmte.,04/01/2019 to 12/30/2019,C6,11/05/19,"Prairie County Republican Women, Prairie County",,,,Box 500,Terry,MT,59349,,All Other Expenditures,3166.75,split profit of Gun raffle with PCRW for use of their booth/promoting,Primary,,,
Prairie County Republican Central Cmte.,04/01/2019 to 12/30/2019,C6,09/06/19,"Tibbetts, Lana",,,,PO Box 807 134 Brackett Creek,Terry,MT,59349,,All Other Expenditures,59.14,reimburse printing 40 tear-off raffle tickets,Primary,,,
Prairie County Republican Central Cmte.,04/01/2019 to 12/30/2019,C6,07/15/19,"Tibbetts, Ron",,,,PO Box 807,Terry,MT,59349,,All Other Expenditures,122.36,reimburse printing of 100 tear-off raffle tickets,Primary,,,
Prairie County Republican Central Cmte.,11/27/2018 to 03/31/2019,C6,03/19/19,"Pirtz, Renee J",,,,PO Box 295,Terry,MT,59349,,All Other Expenditures,322.17,"Office Supp.,two reaps paper, box env. events,agendas, 5 cartr. ink (flyers, agenda's, min. 100 stamps for thk u's &agenda's & minutes mailed.",Primary,,,
Rocket Vision 2020,05/01/2020 to 06/30/2020,C6,06/10/20,Tin Can Bar,,,,207 Main St,Stevensville,MT,59870,,All Other Expenditures,84.5,Wrap up meeting for post election results.,General,,,"finalized donor thank yous, discussion of election results and keeping group together in case other needs for the school come up."
Rocket Vision 2020,12/31/2019 to 04/30/2020,C6,01/23/20,Clearwater Credit Union,,,,107 Main St,Stevensville,MT,59870,,All Other Expenditures,14.0,Checks for PAC bank account,General,,box or 80 checks,checks to use to pay for PAC expenditures
Rocket Vision 2020,12/31/2019 to 04/30/2020,C6,03/24/20,Larzz Photo,,,,264 Starglow Lane,Florence,MT,59833,,All Other Expenditures,500.0,partial payment for yard signs and posters,General,signage,200 yard signs and 50 posters delivered,Vote for Lone Rock School Levy and Vote YES for Lone Rock School Levy
Rocket Vision 2020,12/31/2019 to 04/30/2020,C6,04/15/20,The Mailman,,,,484 Wagon Wheel Way,Corvallis,MT,59828,,All Other Expenditures,217.5,"Advertisement week 4/21, 4/28 North valley 2x4",General,Print ad in Mailer,print ad in 4/21 and 4/28 Mailman paper,Vote Yes for Lone Rock School Levy
Rocket Vision 2020,12/31/2019 to 04/30/2020,C6,03/24/20,"Teacher's Union, Lone Rock School",,,,1112 Three Mile Creek Rd,Stevensville,MT,59870,,Independent Expenditure,250.0,4 presentation boards for school use and vinyl sign to be hung on school campus about school levy ,General,Signage,4 presentation boards and 1 vinyl sign,presentation boards show what school plans for levy funds and vinyl sign asks people to Vote in the May election
Rocket Vision 2020,12/31/2019 to 04/30/2020,C6,03/25/20,Larzz Photo,,,,264 Starglow Lane,Florence,MT,59833,,Debts and Loans Not Yet Paid,750.0,for balance of yard signs and posters received.  1000 flyers invoiced but not printed,General,,,
Rocket Vision 2020,12/31/2019 to 04/30/2020,C6,04/09/20,Larzz Photo,,,,264 Starglow Lane,Florence,MT,59833,,Debt and Loan Payment,565.0,,General,,,
Loose Caboose Casino of Helena,12/06/2019 to 12/31/2019,C4,12/06/19,Montana First Action,,,,PO Box 6404,Helena,MT,59604,,All Other Expenditures,500.0,To Support Conservative Candidates and Causes,Primary,,,
Big Sky Democrats,04/26/2020 to 06/25/2020,C6,06/09/20,Montana Democratic Party,,,,"303 N, Ewing",Helena,MT,59601,,All Other Expenditures,800.0,Payment for registration for the Montana Democratic Platform Convention,General,,,
Big Sky Democrats,01/01/2020 to 03/30/2020,C6,02/29/20,ACT BLUE,,,,PO BOX 441146,SOMERVILLE,MA,02144-0,,All Other Expenditures,15.82,"Act Blue fees, 2 transactions between 1/1/20-3/30/20",General,,,
Big Sky Democrats,01/01/2020 to 03/30/2020,C6,02/29/20,Bridge Pizza,,,,70 S. Park,Helena,MT,59601,,All Other Expenditures,43.5,Pizza for Membership Meeting,General,,,
Big Sky Democrats,01/01/2020 to 03/30/2020,C6,02/29/20,Square Inc,,,,901 Misson St,San Francisco,CA,94103,,All Other Expenditures,34.73,"Processing fees for Square INc. App, 25 transactions between 1/1/20-3/30/20",General,,,
Big Sky Democrats,01/01/2020 to 03/30/2020,C6,02/29/20,Ten Mile Creek Brewery,,,,48 N Last Chance Gulch,Helena,MT,59601,,All Other Expenditures,200.0,Beer for Membership Meeting,General,,,
Big Sky Democrats,11/27/2018 to 12/31/2019,C6,02/28/19,ACT BLUE,,,,PO BOX 441146,SOMERVILLE,MA,02144-0,,All Other Expenditures,4.94,"Act Blue fees, 2 transactions between 1/1/19-12/31/19",General,,,
Big Sky Democrats,11/27/2018 to 12/31/2019,C6,03/09/19,Bridge Pizza,,,,70 S. Park,Helena,MT,59601,,All Other Expenditures,60.0,Pizza for Membership Meeting,General,,,
Big Sky Democrats,11/27/2018 to 12/31/2019,C6,03/10/19,Square Inc,,,,901 Misson St,San Francisco,CA,94103,,All Other Expenditures,17.49,"Processing fees for Square INc. App, 25 transactions between 3/9/19-3/10/19",General,,,
Big Sky Democrats,11/27/2018 to 12/31/2019,C6,03/09/19,Ten Mile Creek Brewery,,,,48 N Last Chance Gulch,Helena,MT,59601,,All Other Expenditures,80.0,Beer for Membership Meeting,General,,,
SEIU 775,03/11/2019 to 12/31/2019,C4,12/31/19,SEIU 775 Montana PAC,,,,PO Box 172,Helena,MT,59624,,All Other Expenditures,148.99,In-Kind staff/overhead provided by SEIU 775,General,,,
SEIU 775,03/11/2019 to 12/31/2019,C4,03/30/19,SEIU 775 Montana PAC,,,,PO Box 172,Helena,MT,59624,,All Other Expenditures,83.92,In-Kind staff/overhead provided by SEIU 775,General,,,
SEIU 775,03/11/2019 to 12/31/2019,C4,12/31/19,SEIU 775 MT Quality Care Committee,,,,302 N Last Chance Gulch,Helena,MT,59601,,All Other Expenditures,25000.0,Contribution to SEIU 775 MT Quality Care Committee,General,,,
SEIU 775,03/11/2019 to 12/31/2019,C4,12/31/19,SEIU 775 MT Quality Care Committee,,,,302 N Last Chance Gulch,Helena,MT,59601,,All Other Expenditures,57729.0,Tax payment,General,,,
SEIU 775,03/11/2019 to 12/31/2019,C4,12/31/19,SEIU 775 MT Quality Care Committee,,,,302 N Last Chance Gulch,Helena,MT,59601,,All Other Expenditures,41.9,In-Kind staff/overhead provided by SEIU 775,General,,,
SEIU 775,11/22/2018 to 03/10/2019,C4,02/28/19,SEIU 775 Montana PAC,,,,PO Box 172,Helena,MT,59624,,All Other Expenditures,19.0,In-Kind staff/overhead provided by SEIU 775,General,,,
Heenan & Cook,12/05/2019 to 12/31/2019,C4,12/05/19,Montana Trial Lawyers Association,,,,P.O. Box 838,Helena,MT,59624,,All Other Expenditures,7200.0,Contribution earmarked for Montana Law PAC,General,,,
Heenan & Cook,12/05/2019 to 12/31/2019,C4,12/18/19,Montana Trial Lawyers Association,,,,P.O. Box 838,Helena,MT,59624,,All Other Expenditures,3600.0,Contribution earmarked for Montana Law PAC,General,,,
Billings Clinic,03/01/2019 to 04/25/2019,C4,04/25/19,Great Schools Billings,,,,404 Houle Dr.,Billings,MT,59102,,All Other Expenditures,5000.0,In support of ballot initiative for school district 2 mill levy,General,,,
"Dodd, Blackford & Carls P.C.",10/01/2019 to 12/31/2019,C4,12/10/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,7500.0,Contribution,General,,,
"Victory Insurance Company, Inc. Incidental Committee",04/26/2020 to 05/25/2020,C4,05/13/20,Citizens for Government Transparency,,,,1502 Pearl St.,Miles City,MT,59301,,All Other Expenditures,51000.0,contribution to Citizens for Govt Transparency PAC,Primary,,,
"Victory Insurance Company, Inc. Incidental Committee",04/26/2020 to 05/25/2020,C4,05/14/20,Citizens for Government Transparency,,,,1502 Pearl St.,Miles City,MT,59301,,All Other Expenditures,10000.0,contribution to Citizens for Govt Transparency PAC,Primary,,,
"Victory Insurance Company, Inc. Incidental Committee",04/26/2020 to 05/25/2020,C4,04/27/20,Citizens for Government Transparency,,,,1502 Pearl St.,Miles City,MT,59301,,All Other Expenditures,60000.0,contribution to Citizens for Govt Transparency PAC,Primary,,,
"Victory Insurance Company, Inc. Incidental Committee",03/26/2020 to 04/25/2020,C4,04/22/20,Citizens for Government Transparency,,,,1502 Pearl St.,Miles City,MT,59301,,All Other Expenditures,4500.0,Contribution to PAC,Primary,,,
"Victory Insurance Company, Inc. Incidental Committee",03/26/2020 to 04/25/2020,C4,04/17/20,Citizens for Government Transparency,,,,1502 Pearl St.,Miles City,MT,59301,,All Other Expenditures,20000.0,Contribution to PAC,Primary,,,
"Victory Insurance Company, Inc. Incidental Committee",03/11/2020 to 03/25/2020,C4,03/23/20,Citizens for Government Transparency,,,,1502 Pearl St.,Miles City,MT,59301,,All Other Expenditures,45500.0,Contribution to political committee,Primary,,,
Montanans for the 6Mill ,11/22/2018 to 03/05/2019,C6,02/28/19,"Anderson ZurMuehlen & Co., P.C.",,,,P.O. Box 1040,Helena,MT,59624,,All Other Expenditures,750.0,2018 Form 990 Prep Payment (fiscal year 7/1/18-6/30/19),General,,,
Montanans for the 6Mill ,11/22/2018 to 03/05/2019,C6,02/28/19,"Anderson ZurMuehlen & Co., P.C.",,,,P.O. Box 1040,Helena,MT,59624,,All Other Expenditures,20.0,Payment for SOS filing fee,General,,,
Montanans for the 6Mill ,11/22/2018 to 03/05/2019,C6,02/28/19,MFPE,,,,1232 East Sixth Avenue,Helena,MT,59601,,All Other Expenditures,13016.59,Refund,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/22/20,Bryce Bennett for Secretary of State,,,,PO Box 372,Milltown,MT,59851,,All Other Expenditures,360.0,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/22/20,CAMPAIGN COMPLIANCE ,,,,3242 CUMMINS WAY,MISSOULA,MT,59802,,All Other Expenditures,1000.0,Compliance consultant fee,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/25/20,McMurtry for PSC,,,,PO Box 50005,Billings,MT,59105,,All Other Expenditures,1241.6,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/25/20,McMurtry for PSC,,,,PO Box 50005,Billings,MT,59105,,All Other Expenditures,180.0,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/22/20,Melissa Romano for Superintendent of Public Instruction,,,,790 Wolf Road,Helena,MT,59602,,All Other Expenditures,360.0,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/22/20,Raph Graybill for Attorney General,,,,PO Box 2728,Great Falls,MT,59403,,All Other Expenditures,360.0,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/22/20,Shane Morigeau for State Auditor,,,,PO Box 1733,Missoula,MT,59806,,All Other Expenditures,360.0,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/25/20,Tom Woods for PSC,,,,PO Box 443,Bozeman,MT,59771,,All Other Expenditures,180.0,Donation,General,,,
Montanans Working Together,05/26/2020 to 06/25/2020,C6,06/25/20,Tranel for PSC ,,,,PO Box 7503,Missoula,MT,59807,,All Other Expenditures,180.0,Donation,General,,,
Montanans Working Together,04/26/2020 to 05/25/2020,C6,05/04/20,"Campaign Compliance, Inc.",,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.0,COMPLIANCE CONSULTING FEE,Primary,,,
Montanans Working Together,03/26/2020 to 04/25/2020,C6,04/02/20,CAMPAIGN COMPLIANCE Inc.,,,,3242 CUMMINS WAY,MISSOULA,MT,5980232,,All Other Expenditures,1000.0,Compliance Consulting Services,Primary,,,
Montanans Working Together,01/01/2020 to 03/25/2020,C6,02/03/20,BIG SKY DEMOCRATS,,,,PO BOX 1849,HAVRE,MT,59501,,All Other Expenditures,200.0,Donation,Primary,,,
Montanans Working Together,01/01/2020 to 03/25/2020,C6,02/04/20,Campaign Compliance,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1001.55,Campaign Compliance Services,Primary,,,
Montanans Working Together,01/01/2020 to 03/25/2020,C6,03/02/20,Campaign Compliance,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.55,Campaign Compliance Services,Primary,,,
Montanans Working Together,01/01/2020 to 03/25/2020,C6,01/06/20,CAMPAIGN COMPLIANCE ,,,,3242 CUMMINS WAY,MISSOULA,MT,59802,,All Other Expenditures,1000.0,CAMPAIGN COMPLIANCE SERVCES,Primary,,,
Montanans Working Together,01/01/2020 to 03/25/2020,C6,02/26/20,CAROL'S LIST,,,,PO BOX 1112,BOZEMAN,MT,59771,,All Other Expenditures,500.0,Donation,Primary,,,
Montanans Working Together,01/01/2020 to 03/25/2020,C6,02/26/20,MONTANA CONSERVATION VOTERS,,,,202 W SPRUCE STREET,MISSOULA,MT,59802,,All Other Expenditures,500.0,Donation,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/15/19,ActBlue Technical Services,,,,PO Box 382110,Cambridge,MA,2238,,All Other Expenditures,100.74,Credit Card Processing Fees-7 contributions between 3/4/19-3/10/19,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/25/19,ActBlue Technical Services,,,,PO Box 382110,Cambridge,MA,2238,,All Other Expenditures,22.73,Credit Card Processing Fees-4 contributions between 2/10/19-2/17/19,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/29/19,ActBlue Technical Services,,,,PO Box 382110,Cambridge,MA,2238,,All Other Expenditures,9.88,Credit Card Processing Fees-2 contributions between 3/19/19 and 3/24/19,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/28/19,ActBlue Technical Services,,,,PO Box 382110,Cambridge,MA,2238,,All Other Expenditures,29.64,Credit Card Processing Fees-3 contributions between 2/18/19 and 2/24/19,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/08/19,ActBlue Technical Services,,,,PO Box 382110,Cambridge,MA,2238,,All Other Expenditures,49.39,Credit Card Processing Fees-4 contributions between 2/25/19 and 3/3/19,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/11/19,Benny's Bistro,,,,108 East 6th Ave,Helena,MT,59601,,All Other Expenditures,1008.0,"Event catering on March 10, 2018",Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/28/19,Big Sky Democrats,,,,PO Box 7266,Helena,MT,59604,,All Other Expenditures,500.0,Donation,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/04/19,Billings Times,,,,2919 Montana Ave,Billings,MT,59101,,All Other Expenditures,265.2,Printing-1768 post cards -bennys bistro event,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/28/19,"Brock Development, LLC",,,,502 Canyon Gate Drive,Missoula,MT,59803,,All Other Expenditures,34.75,Office supplies-Office supply co-envelopes and address labels for ty letters,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/28/19,"Brock Development, LLC",,,,502 Canyon Gate Drive,Missoula,MT,59803,,All Other Expenditures,2500.0,Fundraising consultant-	Fundraising Consultant-Managing donor outreach and fundraising strategies during the month,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,04/04/19,"Brock Development, LLC",,,,502 Canyon Gate Drive,Missoula,MT,59803,,All Other Expenditures,2500.0,Fundraising consultant-	Fundraising Consultant-Managing donor outreach and fundraising strategies during the month,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,07/01/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.0,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,06/23/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1100.55,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,04/02/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1003.03,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,09/11/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.15,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/19/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1302.0,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,12/02/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.0,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,10/01/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.0,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,08/05/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1300.55,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,05/01/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1.1,POSTAGE,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,05/01/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.0,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/01/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1002.15,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,11/01/19,Campaign Compliance Inc.,,,,3242 Cummins Way,Missoula,MT,59802,,All Other Expenditures,1000.0,Accounting fee,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/15/19,Carol's List,,,,PO Box 7225,Missoula,MT,59807,,All Other Expenditures,1000.0,Donation,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,02/28/19,Element L Design,,,,2675 Cody Drive,East Helena,MT,59635,,All Other Expenditures,25.0,Graphic design-edits and print prep for mwt postcard,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/15/19,"Mailing Technical Services, Inc.",,,,PO Box 1753,Billings,MT,59103,,All Other Expenditures,493.1,Postage-1768 LETTERS,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,12/16/19,MDLCC,,,,PO Box 802,Helena,MT,59624,,All Other Expenditures,500.0,Contribution,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,08/29/19,MDLCC,,,,PO Box 802,Helena,MT,59624,,All Other Expenditures,500.0,Donation,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,07/31/19,Montana Professional Teaching Foundation,,,,1232 E 6th Ave,Helena,MT,59601,,All Other Expenditures,350.0,Donation,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,04/16/19,MontPIRG,,,,141 CORBIN HALL,Missoula,MT,59812,,All Other Expenditures,500.0,Donation,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/20/19,NGP Van Inc.,,,,PO Box 392264,Pittsburgh,PA,15251,,All Other Expenditures,150.0,Computer Software,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,05/12/19,Reilly Parisot,,,,901 Highland St,Helena,MT,59601,,All Other Expenditures,235.98,Mileage-437 miles from Helena to Whitefish,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,03/29/19,"Sandler, Reiff, Lamb, Rosenstein",,,,1090 Vermont Ave NW,Washington DC,DC,20005,,All Other Expenditures,55.0,Legal service-compliance,Primary,,,
Montanans Working Together,11/22/2018 to 12/31/2019,C6,04/25/19,"Sandler, Reiff, Lamb, Rosenstein",,,,1090 Vermont Ave NW,Washington DC,DC,20005,,All Other Expenditures,395.0,Legal services-compliance,Primary,,,
Conservatives United for Richland County ,05/31/2020 to 06/30/2020,C6,06/30/20,RoundUp Newspaper,,,,111 West Main St.,Sidney,MT,59270,,All Other Expenditures,665.5,Half-page advertisement,Primary,newspaper,3000 newspapers,Endorsements for primary
Conservatives United for Richland County ,05/01/2020 to 05/30/2020,C6,05/01/20,Campaign Victory,,,,431 E Spruce St,Tarpon Springs,FL,34689,,All Other Expenditures,898.45,Mailers,Primary,U.S. Mail,"2,642 ","Mailers for Sidney and Fairview zip codes of active voters, recommending candidates for precinct committe-persons and HD35. "
Conservatives United for Richland County ,05/01/2020 to 05/30/2020,C6,05/11/20,Elk River Printing,,,,424 2nd St NW,Sidney,MT,59270,,All Other Expenditures,125.0,Lamination,Primary,Signage,2 laminated signs,Signs to display Rep. Krautter's voting record
Conservatives United for Richland County ,05/01/2020 to 05/30/2020,C6,05/11/20,Signs of Sidney,,,,224 6th St SW,Sidney,MT,59270,,All Other Expenditures,200.0,Purchased two banners and signage to display voting record of Rep. Krautter and assist voter turn-out. ,Primary,Signage on the roadside. ,2,"To display voting record of Rep. Krautter and assist voter turn-out, voter education..."
Conservatives United for Richland County ,05/01/2020 to 05/30/2020,C6,05/05/20,VistaPrint,,,,95 Hayden Ave,Lexington,MA,2421,,All Other Expenditures,154.01,Banners,Primary,Roadside signage.,2 banners,Signs regarding Rep. Krautter's voting record for roadside display.
Conservatives United for Richland County ,03/09/2020 to 04/30/2020,C6,04/24/20,Campaign Victory,,,,431 E. Spruce St,Tarpon Springs,FL,34689,,All Other Expenditures,444.54,Deposit for printing and mailing mass mailers.,Primary,U.S. Mail.,"Deposit for 2,642 postcards","Voter information pamphlet, deposit, including voter data collation. "
Conservatives United for Richland County ,03/09/2020 to 04/30/2020,C6,04/21/20,"Jeff , Maples",,,,8006 Fine Robe Dr,Indian Trail,NC,28079,,All Other Expenditures,125.0,Graphic Design,Primary,mass mailer,Provided design for mailer,Voter guide and informational pamphlet 
Jefferson County Republican Central Cmte.,01/01/2020 to 03/25/2020,C6,02/20/20,"Buterbaugh, Jim",,,,Box 83,Whitehall,MT,59759,,All Other Expenditures,200.0,Political Campaign Contribution - Jim for SD 38,Primary,,,
Jefferson County Republican Central Cmte.,01/01/2020 to 03/25/2020,C6,02/20/20,"Hamman, Jane",,,,PO Box 164,Clancy,MT,59634,,All Other Expenditures,200.0,Political Campaign Contribution - Hamman for Senate,Primary,,,
Jefferson County Republican Central Cmte.,01/01/2020 to 03/25/2020,C6,01/22/20,Montana City School,,,,11 McClellan Creek Rd,Clancy,MT,59634,,All Other Expenditures,50.0,Room Rental - Lincoln/Reagan Dinner,Primary,,,
Jefferson County Republican Central Cmte.,01/01/2020 to 03/25/2020,C6,02/20/20,The Rib Shack,,,,2800 N Montana Ave,Helena,MT,59601,,All Other Expenditures,450.0,Caterer for Lincoln/Reagan Dinner,Primary,,,
Jefferson County Republican Central Cmte.,11/22/2018 to 12/31/2019,C6,04/30/19,Boulder Monitor,,,,104 W. Centennial,Boulder,MT,59632,,All Other Expenditures,26.25,LRDD advertising expense,General,,,
Jefferson County Republican Central Cmte.,11/22/2018 to 12/31/2019,C6,06/07/19,"Copeland, Rory",,,,22 Fiddlers Green,Clancy,MT,59634,,All Other Expenditures,175.27,Caterer for Lincoln/Reagen Dinner,General,,,
Jefferson County Republican Central Cmte.,11/22/2018 to 12/31/2019,C6,05/05/19,"Hamman, Jane L",,,,PO Box 164,Clancy,MT,59634,,All Other Expenditures,91.0,50/50 Drawing payout,General,,,
Jefferson County Republican Central Cmte.,11/22/2018 to 12/31/2019,C6,05/19/19,"Hamman, Jane L",,,,PO Box 164,Clancy,MT,59634,,All Other Expenditures,245.0,Registration Montana State GOP Convention,General,,,
Jefferson County Republican Central Cmte.,11/22/2018 to 12/31/2019,C6,10/07/19,Judy Martz Memorial,,,,400 North California,Helena,MT,59601,,All Other Expenditures,200.0,Memorial Contribution,General,,,
Jefferson County Republican Central Cmte.,11/22/2018 to 12/31/2019,C6,05/13/19,Montana City School,,,,6 McClellan Creek Rd,Montana City,MT,59634,,All Other Expenditures,50.0,Room rental,General,,,
Montana Chamber of Commerce,05/25/2020 to 06/25/2020,C4,06/25/20,Montana Business PAC,,,,PO Box 1730,Helena,MT,59624,,All Other Expenditures,155.24,In-kind expenditure of 4 hours staff time from May 26 through June 25 for administration and communications,Primary,,,
Montana Chamber of Commerce,05/25/2020 to 06/25/2020,C4,06/25/20,Montana Prosperity PAC,,,,P.O. Box 1730,Helena,MT,59624,,All Other Expenditures,155.24,In-kind expenditure of 4 hours staff time from May 26 through June 25 for administration and communications,Primary,,,
Montana Chamber of Commerce,04/26/2020 to 05/24/2020,C4,05/24/20,Montana Business PAC,,,,PO Box 1730,Helena,MT,59624,,All Other Expenditures,116.43,In-kind expenditure of 3 hours staff time from April 26 through May 24 for administration and communications,Primary,,,
Montana Chamber of Commerce,04/26/2020 to 05/24/2020,C4,05/24/20,Montana Prosperity PAC,,,,P.O. Box 1730,Helena,MT,59624,,All Other Expenditures,116.43,In-kind expenditure of 3 hours staff time from April 26 through May 24 for administration and communications,Primary,,,
Montana Chamber of Commerce,03/26/2020 to 04/25/2020,C4,04/25/20,Montana Business PAC,,,,PO Box 1730,Helena,MT,59624,,All Other Expenditures,194.05,In-kind expenditure of 5 hours staff time from March 26 through April 25 for administration and communications,Primary,,,
Montana Chamber of Commerce,03/26/2020 to 04/25/2020,C4,04/25/20,Montana Prosperity PAC,,,,P.O. Box 1730,Helena,MT,59624,,All Other Expenditures,194.05,In-kind expenditure of 5 hours staff time from March 26 through April 25 for administration and communications,Primary,,,
